step,loss,psnr,ssim
1.0,0.012203856371343136,26.31897368404948,0.7622813887187633
25.0,0.011546717025339603,26.80664962472756,0.762856462482013
50.0,0.0113578662276268,27.116208469158746,0.7588941148746932
75.0,0.010904917493462563,26.9868735545504,0.6742693462628344
100.0,0.009836464188992977,26.73718129838996,0.4817154336630452
125.0,0.008417039178311825,26.64980646480798,0.4382326885167505
150.0,0.006504520773887634,25.59370290196107,0.3765191790934621
175.0,0.004520641639828682,23.75527314378461,0.28934598692408214
200.0,0.002761401003226638,22.15132717580466,0.2398300942057892
225.0,0.0016482938081026077,21.221829134186613,0.2124889036491026
250.0,0.0009125350043177605,20.8635399495438,0.2052224544801624
275.0,0.0005865913117304444,20.66605226562517,0.20239222807727764
300.0,0.00043638807255774736,20.50809163880345,0.19441707486034274
325.0,0.00034898670855909586,20.444932044520584,0.19276994387491847
350.0,0.0002986632171086967,20.379117010396172,0.19168104794027016
375.0,0.0002614562399685383,20.373631514775134,0.19105931642818555
400.0,0.00026479357620701194,20.385129437162796,0.19212145971823108
425.0,0.0002440965618006885,20.357085444693052,0.19033347526742378
450.0,0.00023460756347049028,20.324995431720197,0.19055089886011234
475.0,0.00022653851192444563,20.33384300873673,0.1892768177165075
500.0,0.0002319610648555681,20.310668709643622,0.18917043458539703
525.0,0.00020230401423759758,20.290637089496183,0.18965270514317592
550.0,0.00020424668036866933,20.334386998800326,0.18986206492254074
575.0,0.00019880880427081138,20.323613452982073,0.1890641585275903
600.0,0.0001882117212517187,20.29379334566306,0.1891424125431418
625.0,0.00018395253573544323,20.287175264898714,0.188673081664384
650.0,0.00018923453171737492,20.322428588542497,0.18945737329104587
675.0,0.00018394642393104732,20.280064530000477,0.18957187341942533
700.0,0.0001887100370367989,20.279651541624737,0.1886527707056097
725.0,0.00017739790200721473,20.310574022175413,0.18937394604824404
750.0,0.00017560156993567944,20.29556144175105,0.1890837665404748
775.0,0.0001669584889896214,20.30704975034503,0.1896247381419741
800.0,0.00015603522479068488,20.292181919785964,0.1892171506936065
825.0,0.0001652636710787192,20.258935603593002,0.18905056373345777
850.0,0.00016508599219378084,20.26947017268263,0.1880170871142639
875.0,0.00015331339091062546,20.266309739184575,0.18871681342027666
900.0,0.0001517013879492879,20.29780916839615,0.189405723483779
