step,loss,psnr,ssim
1.0,0.07544203102588654,11.534021855150531,0.15076953784985397
25.0,0.0557062104344368,12.890168924949526,0.165098140396522
50.0,0.037434764206409454,14.67292208322132,0.1834878126366619
75.0,0.026941336691379547,16.330699270934268,0.25698895827783275
100.0,0.02275574393570423,16.915201286907685,0.30657118400619154
125.0,0.017010733485221863,18.506994888649075,0.40279029471060224
150.0,0.013961381278932095,19.274866404258585,0.48429163708126827
175.0,0.011163817718625069,20.847125591908267,0.5816444537021275
200.0,0.008525599725544453,22.226733722613844,0.6777959878877022
225.0,0.007287123240530491,23.407180294457746,0.7392897248294705
250.0,0.007403726689517498,23.74208458899981,0.7657582820276868
275.0,0.006229419261217117,24.82449294070225,0.8050248605220198
300.0,0.005849465727806091,25.434559958923796,0.8251331857052343
325.0,0.005760144907981157,25.26614965882299,0.8335754608250402
350.0,0.005071173422038555,25.80900035499292,0.8428371614963702
375.0,0.00465001305565238,27.006388165106486,0.8612080527454012
400.0,0.004530544392764568,27.299864136888424,0.8676524141384787
425.0,0.004228989593684673,27.571239094729066,0.8748995505370794
450.0,0.004275176208466291,27.306854269744726,0.8776381998970733
475.0,0.004409537650644779,27.981297488204333,0.8815076147049984
500.0,0.00399778550490737,27.353394405537024,0.8814854781795626
525.0,0.004312554374337196,28.576616141705095,0.8921218511164543
550.0,0.0036595026031136513,28.206631460900333,0.8934890468838523
575.0,0.00351404445245862,28.220324973577394,0.8967882132558562
600.0,0.0034501668997108936,28.527138119635417,0.8960866836939498
625.0,0.0032667035702615976,28.780338990516366,0.8981069201131779
650.0,0.0031712977215647697,29.14192837056463,0.9032715440912706
675.0,0.003180115483701229,28.688278659224267,0.897739000857656
700.0,0.0030286880210042,28.680954792099417,0.900450755694746
725.0,0.0028784379828721285,29.005021802329214,0.902210079018341
750.0,0.0029683352913707495,28.87471405904092,0.8985368522785506
775.0,0.0027212128043174744,28.491359158600392,0.8939626666403837
800.0,0.002677749376744032,28.639222879523146,0.894610605035398
825.0,0.0025327373296022415,28.992869254956606,0.8976231076080223
850.0,0.002634434960782528,28.62308846351776,0.8947966791928594
875.0,0.0023730238899588585,28.607341808063445,0.8922874669629669
900.0,0.0023094865027815104,28.04786808341431,0.883637458325212
