step,loss,psnr,ssim
1.0,0.0707027018070221,12.280711765571857,0.07024602932599677
25.0,0.04596493020653725,14.252157611859854,0.08419119763676851
50.0,0.047263000160455704,12.335168018220571,0.09190035256886903
75.0,0.044669732451438904,14.398070801931064,0.10390887269169394
100.0,0.04212326183915138,14.793087042741051,0.13611884402457358
125.0,0.03143250197172165,16.456256139009344,0.41796269664332836
150.0,0.025968722999095917,17.62062660799927,0.5428131081663217
175.0,0.023308563977479935,18.25883587904109,0.5834400559501173
200.0,0.019584117457270622,18.897554867815924,0.6698732932371114
225.0,0.014673295430839062,21.876465288940494,0.8036930226988307
250.0,0.012628372758626938,23.27688559035364,0.8555494392452392
275.0,0.01155758649110794,24.23411739486589,0.8907193619554129
300.0,0.010762142948806286,25.10651696500362,0.905130300848046
325.0,0.009800615720450878,25.72902659865055,0.9188212153460835
350.0,0.009151836857199669,26.434638650088512,0.9298003995780003
375.0,0.008824514225125313,26.380264293061416,0.9217731471170143
400.0,0.008155623450875282,26.76151718509972,0.9247217089929989
425.0,0.007761790882796049,26.460465122278976,0.9207639997552607
450.0,0.007650359068065882,25.913897956082693,0.917824655151112
475.0,0.00709195714443922,25.951815511990297,0.90866411009562
500.0,0.006359241437166929,25.604286864017872,0.9031074166333349
525.0,0.006077454425394535,24.81281850895536,0.8927732936497534
550.0,0.00535219581797719,24.796727600489668,0.8850008988189295
575.0,0.004966504871845245,24.218073442062654,0.8748227339924516
600.0,0.004460534080862999,23.81065340187643,0.8640650038244192
625.0,0.004097346682101488,23.29475025134635,0.8464476683494877
650.0,0.003583942772820592,22.78318537383155,0.8395564531439287
675.0,0.003072916530072689,22.75123748343397,0.8382869577378601
700.0,0.002724727615714073,22.412861904585828,0.8302826629973744
725.0,0.0024463471490889788,22.17301272797568,0.8203698881812101
750.0,0.002084268257021904,21.90961824274186,0.8139512707965446
775.0,0.0018380642868578434,21.796410189948134,0.8035897345943255
800.0,0.0018857182003557682,21.22238625779098,0.7943746976013983
825.0,0.0016050152480602264,21.612910363256695,0.8018731590643897
850.0,0.0013121279189363122,21.495518652988864,0.8018391933856924
875.0,0.0012917579151690006,21.291542318081813,0.7921690025735607
900.0,0.0010472519788891077,21.228344385997723,0.7938719295213325
